,My fixed
multiple_average_energy,-200.87
multiple_final_energy,-228.0
multiple_time,11436.096459627151
multiple_total_time,11436.104459047318
single_energy,-213.0
single_energy_final,-228.0
single_time,6299.253960847855
single_total_time,6299.261963129044
